date,currency,buying_rate,average_rate,selling_rate,mid_rate,is_official_observation
2024-02-22,USD,1266.95,1279.62,1292.29,1279.62,1
2024-02-23,USD,1267.29,1279.96,1292.63,1279.96,1
2024-02-24,USD,1267.29,1279.96,1292.63,1279.96,0
2024-02-25,USD,1267.29,1279.96,1292.63,1279.96,0
2024-02-26,USD,1267.96,1280.63,1293.31,1280.63,1
2024-02-27,USD,1267.72,1280.4,1293.07,1280.4,1
2024-02-28,USD,1268.55,1281.23,1293.91,1281.23,1
2024-02-29,USD,1269.05,1281.74,1294.43,1281.74,1
2024-03-01,USD,1269.72,1282.41,1295.11,1282.41,1
2024-03-02,USD,1269.72,1282.41,1295.11,1282.41,0
2024-03-03,USD,1269.72,1282.41,1295.11,1282.41,0
2024-03-04,USD,1270.61,1283.31,1296.02,1283.31,1
2024-03-05,USD,1271.63,1284.34,1297.06,1284.34,1
2024-03-06,USD,1271.53,1284.25,1296.96,1284.25,1
2024-03-07,USD,1272.35,1285.07,1297.79,1285.07,1
2024-03-08,USD,1272.55,1285.28,1298.0,1285.28,1
2024-03-09,USD,1272.55,1285.28,1298.0,1285.28,0
2024-03-10,USD,1272.55,1285.28,1298.0,1285.28,0
2024-03-11,USD,1272.51,1285.24,1297.96,1285.24,1
2024-03-12,USD,1272.94,1285.67,1298.4,1285.67,1
2024-03-13,USD,1273.46,1286.2,1298.93,1286.2,1
2024-03-14,USD,1273.86,1286.59,1299.33,1286.59,1
2024-03-15,USD,1274.45,1287.19,1299.94,1287.19,1
2024-03-16,USD,1274.45,1287.19,1299.94,1287.19,0
2024-03-17,USD,1274.45,1287.19,1299.94,1287.19,0
2024-03-18,USD,1275.63,1288.38,1301.14,1288.38,1
2024-03-19,USD,1274.85,1287.59,1300.34,1287.59,1
2024-03-20,USD,1275.76,1288.51,1301.27,1288.51,1
2024-03-21,USD,1275.96,1288.72,1301.48,1288.72,1
2024-03-22,USD,1276.33,1289.09,1301.86,1289.09,1
2024-03-23,USD,1276.33,1289.09,1301.86,1289.09,0
2024-03-24,USD,1276.33,1289.09,1301.86,1289.09,0
2024-03-25,USD,1276.83,1289.6,1302.36,1289.6,1
2024-03-26,USD,1277.32,1290.09,1302.86,1290.09,1
2024-03-27,USD,1277.33,1290.1,1302.88,1290.1,1
2024-03-28,USD,1277.43,1290.2,1302.98,1290.2,1
2024-03-29,USD,1277.43,1290.2,1302.98,1290.2,0
2024-03-30,USD,1277.43,1290.2,1302.98,1290.2,0
2024-03-31,USD,1277.43,1290.2,1302.98,1290.2,0
2024-04-01,USD,1277.43,1290.2,1302.98,1290.2,0
2024-04-02,USD,1278.14,1290.92,1303.7,1290.92,1
2024-04-03,USD,1278.03,1290.81,1303.58,1290.81,1
2024-04-04,USD,1278.31,1291.09,1303.87,1291.09,1
2024-04-05,USD,1278.47,1291.26,1304.04,1291.26,1
2024-04-06,USD,1278.47,1291.26,1304.04,1291.26,0
2024-04-07,USD,1278.47,1291.26,1304.04,1291.26,0
2024-04-08,USD,1278.47,1291.26,1304.04,1291.26,0
2024-04-09,USD,1278.99,1291.78,1304.57,1291.78,1
2024-04-10,USD,1278.99,1291.78,1304.57,1291.78,0
2024-04-11,USD,1279.41,1292.21,1305.0,1292.21,1
2024-04-12,USD,1279.73,1292.53,1305.32,1292.53,1
2024-04-13,USD,1279.73,1292.53,1305.32,1292.53,0
2024-04-14,USD,1279.73,1292.53,1305.32,1292.53,0
2024-04-15,USD,1279.7,1292.49,1305.29,1292.49,1
2024-04-16,USD,1280.29,1293.09,1305.89,1293.09,1
2024-04-17,USD,1280.5,1293.31,1306.11,1293.31,1
2024-04-18,USD,1281.17,1293.98,1306.79,1293.98,1
2024-04-19,USD,1280.95,1293.76,1306.57,1293.76,1
2024-04-20,USD,1280.95,1293.76,1306.57,1293.76,0
2024-04-21,USD,1280.95,1293.76,1306.57,1293.76,0
2024-04-22,USD,1281.17,1293.98,1306.79,1293.98,1
2024-04-23,USD,1281.4,1294.22,1307.03,1294.22,1
2024-04-24,USD,1281.91,1294.73,1307.55,1294.73,1
2024-04-25,USD,1281.87,1294.69,1307.51,1294.69,1
2024-04-26,USD,1282.27,1295.09,1307.91,1295.09,1
2024-04-27,USD,1282.27,1295.09,1307.91,1295.09,0
2024-04-28,USD,1282.27,1295.09,1307.91,1295.09,0
2024-04-29,USD,1282.77,1295.59,1308.42,1295.59,1
2024-04-30,USD,1282.27,1295.09,1307.91,1295.09,1
2024-05-01,USD,1282.27,1295.09,1307.91,1295.09,0
2024-05-02,USD,1283.27,1296.1,1308.93,1296.1,1
2024-05-03,USD,1283.52,1296.35,1309.19,1296.35,1
2024-05-04,USD,1283.52,1296.35,1309.19,1296.35,0
2024-05-05,USD,1283.52,1296.35,1309.19,1296.35,0
2024-05-06,USD,1284.14,1296.98,1309.82,1296.98,1
2024-05-07,USD,1284.46,1297.3,1310.15,1297.3,1
2024-05-08,USD,1284.85,1297.7,1310.55,1297.7,1
2024-05-09,USD,1285.09,1297.94,1310.78,1297.94,1
2024-05-10,USD,1285.04,1297.89,1310.74,1297.89,1
2024-05-11,USD,1285.04,1297.89,1310.74,1297.89,0
2024-05-12,USD,1285.04,1297.89,1310.74,1297.89,0
2024-05-13,USD,1285.5,1298.35,1311.21,1298.35,1
2024-05-14,USD,1286.24,1299.1,1311.96,1299.1,1
2024-05-15,USD,1285.75,1298.6,1311.46,1298.6,1
2024-05-16,USD,1286.13,1298.99,1311.85,1298.99,1
2024-05-17,USD,1286.41,1299.27,1312.13,1299.27,1
2024-05-18,USD,1286.41,1299.27,1312.13,1299.27,0
2024-05-19,USD,1286.41,1299.27,1312.13,1299.27,0
2024-05-20,USD,1287.05,1299.91,1312.78,1299.91,1
2024-05-21,USD,1287.23,1300.1,1312.97,1300.1,1
2024-05-22,USD,1287.796521,1300.673186,1313.549851,1300.673186,1
2024-05-23,USD,1288.220849,1301.101756,1313.982663,1301.101756,1
2024-05-24,USD,1288.270353,1301.151755,1314.033157,1301.151755,1
2024-05-25,USD,1288.270353,1301.151755,1314.033157,1301.151755,0
2024-05-26,USD,1288.270353,1301.151755,1314.033157,1301.151755,0
2024-05-27,USD,1288.46,1301.34,1314.22,1301.34,1
2024-05-28,USD,1289.363586,1302.25592,1315.148254,1302.25592,1
2024-05-29,USD,1289.572216,1302.466636,1315.361056,1302.466636,1
2024-05-30,USD,1289.943504,1302.841636,1315.739768,1302.841636,1
2024-05-31,USD,1290.082327,1302.981847,1315.881367,1302.981847,1
2024-06-01,USD,1290.082327,1302.981847,1315.881367,1302.981847,0
2024-06-02,USD,1290.082327,1302.981847,1315.881367,1302.981847,0
2024-06-03,USD,1290.331053,1303.23306,1316.135067,1303.23306,1
2024-06-04,USD,1291.319955,1304.23185,1317.143745,1304.23185,1
2024-06-05,USD,1291.620158,1304.535055,1317.449952,1304.535055,1
2024-06-06,USD,1291.850004,1304.767199,1317.684394,1304.767199,1
2024-06-07,USD,1292.362733,1305.285055,1318.207377,1305.285055,1
2024-06-08,USD,1292.362733,1305.285055,1318.207377,1305.285055,0
2024-06-09,USD,1292.362733,1305.285055,1318.207377,1305.285055,0
2024-06-10,USD,1292.622045,1305.54696,1318.471875,1305.54696,1
2024-06-11,USD,1293.282115,1306.21363,1319.145145,1306.21363,1
2024-06-12,USD,1293.653401,1306.588628,1319.523855,1306.588628,1
2024-06-13,USD,1293.939115,1306.877199,1319.815283,1306.877199,1
2024-06-14,USD,1294.236144,1307.177198,1320.118252,1307.177198,1
2024-06-15,USD,1294.236144,1307.177198,1320.118252,1307.177198,0
2024-06-16,USD,1294.236144,1307.177198,1320.118252,1307.177198,0
2024-06-17,USD,1294.236144,1307.177198,1320.118252,1307.177198,0
2024-06-18,USD,1294.467166,1307.41053,1320.353894,1307.41053,1
2024-06-19,USD,1294.96,1307.91,1320.86,1307.91,1
2024-06-20,USD,1295.62,1308.58,1321.53,1308.58,1
2024-06-21,USD,1296.06,1309.02,1321.98,1309.02,1
2024-06-22,USD,1296.06,1309.02,1321.98,1309.02,0
2024-06-23,USD,1296.06,1309.02,1321.98,1309.02,0
2024-06-24,USD,1296.33,1309.3,1322.26,1309.3,1
2024-06-25,USD,1296.42,1309.38,1322.35,1309.38,1
2024-06-26,USD,1297.24,1310.21,1323.18,1310.21,1
2024-06-27,USD,1297.9,1310.88,1323.86,1310.88,1
2024-06-28,USD,1298.15,1311.13,1324.11,1311.13,1
2024-06-29,USD,1298.15,1311.13,1324.11,1311.13,0
2024-06-30,USD,1298.15,1311.13,1324.11,1311.13,0
2024-07-01,USD,1298.15,1311.13,1324.11,1311.13,0
2024-07-02,USD,1298.98,1311.97,1324.96,1311.97,1
2024-07-03,USD,1299.6,1312.59,1325.58,1312.59,1
2024-07-04,USD,1299.6,1312.59,1325.58,1312.59,0
2024-07-05,USD,1299.73,1312.73,1325.73,1312.73,1
2024-07-06,USD,1299.73,1312.73,1325.73,1312.73,0
2024-07-07,USD,1299.73,1312.73,1325.73,1312.73,0
2024-07-08,USD,1299.93,1312.93,1325.93,1312.93,1
2024-07-09,USD,1300.25,1313.25,1326.25,1313.25,1
2024-07-10,USD,1300.4,1313.4,1326.4,1313.4,1
2024-07-11,USD,1301.59,1314.6,1327.62,1314.6,1
2024-07-12,USD,1301.0,1314.01,1327.02,1314.01,1
2024-07-13,USD,1301.0,1314.01,1327.02,1314.01,0
2024-07-14,USD,1301.0,1314.01,1327.02,1314.01,0
2024-07-15,USD,1301.0,1314.01,1327.02,1314.01,0
2024-07-16,USD,1301.0,1314.01,1327.02,1314.01,0
2024-07-17,USD,1301.4,1314.41,1327.42,1314.41,1
2024-07-18,USD,1301.73,1314.74,1327.76,1314.74,1
2024-07-19,USD,1301.94,1314.96,1327.98,1314.96,1
2024-07-20,USD,1301.94,1314.96,1327.98,1314.96,0
2024-07-21,USD,1301.94,1314.96,1327.98,1314.96,0
2024-07-22,USD,1301.39,1314.4,1327.42,1314.4,1
2024-07-23,USD,1301.5,1314.52,1327.53,1314.52,1
2024-07-24,USD,1302.12,1315.14,1328.16,1315.14,1
2024-07-25,USD,1302.49,1315.51,1328.53,1315.51,1
2024-07-26,USD,1301.98,1315.0,1328.02,1315.0,1
2024-07-27,USD,1301.98,1315.0,1328.02,1315.0,0
2024-07-28,USD,1301.98,1315.0,1328.02,1315.0,0
2024-07-29,USD,1302.84,1315.87,1328.9,1315.87,1
2024-07-30,USD,1303.7,1316.74,1329.78,1316.74,1
2024-07-31,USD,1304.62,1317.67,1330.71,1317.67,1
2024-08-01,USD,1305.456067,1318.509309,1331.562551,1318.509309,1
2024-08-02,USD,1305.456067,1318.509309,1331.562551,1318.509309,0
2024-08-03,USD,1305.456067,1318.509309,1331.562551,1318.509309,0
2024-08-04,USD,1305.456067,1318.509309,1331.562551,1318.509309,0
2024-08-05,USD,1306.44,1319.5,1332.56,1319.5,1
2024-08-06,USD,1307.23,1320.3,1333.37,1320.3,1
2024-08-07,USD,1307.97,1321.05,1334.13,1321.05,1
2024-08-08,USD,1308.81,1321.9,1334.99,1321.9,1
2024-08-09,USD,1309.75,1322.85,1335.95,1322.85,1
2024-08-10,USD,1309.75,1322.85,1335.95,1322.85,0
2024-08-11,USD,1309.75,1322.85,1335.95,1322.85,0
2024-08-12,USD,1309.75,1322.85,1335.95,1322.85,0
2024-08-13,USD,1310.72,1323.83,1336.94,1323.83,1
2024-08-14,USD,1311.58,1324.7,1337.81,1324.7,1
2024-08-15,USD,1311.58,1324.7,1337.81,1324.7,0
2024-08-16,USD,1312.46,1325.58,1338.7,1325.58,1
2024-08-17,USD,1312.46,1325.58,1338.7,1325.58,0
2024-08-18,USD,1312.46,1325.58,1338.7,1325.58,0
2024-08-19,USD,1313.36,1326.49,1339.62,1326.49,1
2024-08-20,USD,1314.3,1327.44,1340.58,1327.44,1
2024-08-21,USD,1315.34,1328.49,1341.64,1328.49,1
2024-08-22,USD,1316.26,1329.42,1342.58,1329.42,1
2024-08-23,USD,1316.96,1330.13,1343.3,1330.13,1
2024-08-24,USD,1316.96,1330.13,1343.3,1330.13,0
2024-08-25,USD,1316.96,1330.13,1343.3,1330.13,0
2024-08-26,USD,1318.111524,1331.291308,1344.471092,1331.291308,1
2024-08-27,USD,1318.963012,1332.15131,1345.339608,1332.15131,1
2024-08-28,USD,1319.847863,1333.045009,1346.242155,1333.045009,1
2024-08-29,USD,1320.758966,1333.965222,1347.171478,1333.965222,1
2024-08-30,USD,1321.600869,1334.815543,1348.030217,1334.815543,1
2024-08-31,USD,1321.600869,1334.815543,1348.030217,1334.815543,0
2024-09-01,USD,1321.600869,1334.815543,1348.030217,1334.815543,0
2024-09-02,USD,1321.99,1335.21,1348.43,1335.21,1
2024-09-03,USD,1322.72,1335.94,1349.17,1335.94,1
2024-09-04,USD,1323.02,1336.25,1349.48,1336.25,1
2024-09-05,USD,1323.98,1337.22,1350.45,1337.22,1
2024-09-06,USD,1324.16,1337.4,1350.64,1337.4,1
2024-09-07,USD,1324.16,1337.4,1350.64,1337.4,0
2024-09-08,USD,1324.16,1337.4,1350.64,1337.4,0
2024-09-09,USD,1324.41,1337.65,1350.89,1337.65,1
2024-09-10,USD,1324.56,1337.8,1351.05,1337.8,1
2024-09-11,USD,1325.06,1338.31,1351.56,1338.31,1
2024-09-12,USD,1325.38,1338.63,1351.88,1338.63,1
2024-09-13,USD,1326.22,1339.48,1352.75,1339.48,1
2024-09-14,USD,1326.22,1339.48,1352.75,1339.48,0
2024-09-15,USD,1326.22,1339.48,1352.75,1339.48,0
2024-09-16,USD,1326.97,1340.23,1353.5,1340.23,1
2024-09-17,USD,1327.09,1340.36,1353.63,1340.36,1
2024-09-18,USD,1327.34,1340.61,1353.88,1340.61,1
2024-09-19,USD,1327.56,1340.84,1354.11,1340.84,1
2024-09-20,USD,1328.18,1341.46,1354.74,1341.46,1
2024-09-21,USD,1328.18,1341.46,1354.74,1341.46,0
2024-09-22,USD,1328.18,1341.46,1354.74,1341.46,0
2024-09-23,USD,1328.81,1342.09,1355.38,1342.09,1
2024-09-24,USD,1329.461567,1342.75484,1356.048113,1342.75484,1
2024-09-25,USD,1330.241957,1343.543033,1356.844109,1343.543033,1
2024-09-26,USD,1331.160582,1344.470843,1357.781104,1344.470843,1
2024-09-27,USD,1331.995907,1345.314521,1358.633135,1345.314521,1
2024-09-28,USD,1331.995907,1345.314521,1358.633135,1345.314521,0
2024-09-29,USD,1331.995907,1345.314521,1358.633135,1345.314521,0
2024-09-30,USD,1332.630768,1345.9557,1359.280692,1345.9557,1
2024-10-01,USD,1333.534037,1346.86803,1360.202023,1346.86803,1
2024-10-02,USD,1334.077247,1347.416672,1360.756097,1347.416672,1
2024-10-03,USD,1334.867347,1348.214672,1361.561997,1348.214672,1
2024-10-04,USD,1335.652249,1349.007422,1362.362595,1349.007422,1
2024-10-05,USD,1335.652249,1349.007422,1362.362595,1349.007422,0
2024-10-06,USD,1335.652249,1349.007422,1362.362595,1349.007422,0
2024-10-07,USD,1336.543339,1349.907422,1363.271505,1349.907422,1
2024-10-08,USD,1337.211614,1350.58238,1363.953146,1350.58238,1
2024-10-09,USD,1337.746495,1351.122609,1364.498723,1351.122609,1
2024-10-10,USD,1338.056774,1351.43599,1364.815206,1351.43599,1
2024-10-11,USD,1338.704696,1352.090391,1365.476086,1352.090391,1
2024-10-12,USD,1338.704696,1352.090391,1365.476086,1352.090391,0
2024-10-13,USD,1338.704696,1352.090391,1365.476086,1352.090391,0
2024-10-14,USD,1339.217957,1352.608784,1365.999611,1352.608784,1
2024-10-15,USD,1339.851746,1353.24891,1366.646074,1353.24891,1
2024-10-16,USD,1340.155743,1353.555947,1366.956151,1353.555947,1
2024-10-17,USD,1340.845153,1354.25225,1367.659347,1354.25225,1
2024-10-18,USD,1341.344582,1354.756673,1368.168764,1354.756673,1
2024-10-19,USD,1341.344582,1354.756673,1368.168764,1354.756673,0
2024-10-20,USD,1341.344582,1354.756673,1368.168764,1354.756673,0
2024-10-21,USD,1341.775375,1355.191774,1368.608173,1355.191774,1
2024-10-22,USD,1342.528838,1355.95277,1369.376702,1355.95277,1
2024-10-23,USD,1343.369983,1356.802326,1370.234669,1356.802326,1
2024-10-24,USD,1343.965253,1357.403548,1370.841843,1357.403548,1
2024-10-25,USD,1344.904581,1358.352268,1371.799955,1358.352268,1
2024-10-26,USD,1344.904581,1358.352268,1371.799955,1358.352268,0
2024-10-27,USD,1344.904581,1358.352268,1371.799955,1358.352268,0
2024-10-28,USD,1345.800173,1359.256815,1372.713457,1359.256815,1
2024-10-29,USD,1346.504881,1359.96857,1373.432259,1359.96857,1
2024-10-30,USD,1347.318932,1360.790761,1374.26259,1360.790761,1
2024-10-31,USD,1348.15807,1361.638289,1375.118508,1361.638289,1
2024-11-01,USD,1348.744853,1362.230939,1375.717025,1362.230939,1
2024-11-02,USD,1348.744853,1362.230939,1375.717025,1362.230939,0
2024-11-03,USD,1348.744853,1362.230939,1375.717025,1362.230939,0
2024-11-04,USD,1349.482477,1362.975939,1376.469401,1362.975939,1
2024-11-05,USD,1350.10141,1363.60106,1377.10071,1363.60106,1
2024-11-06,USD,1350.570288,1364.074627,1377.578966,1364.074627,1
2024-11-07,USD,1350.906625,1364.414327,1377.922029,1364.414327,1
2024-11-08,USD,1351.592667,1365.107229,1378.621791,1365.107229,1
2024-11-09,USD,1351.592667,1365.107229,1378.621791,1365.107229,0
2024-11-10,USD,1351.592667,1365.107229,1378.621791,1365.107229,0
2024-11-11,USD,1352.002581,1365.521241,1379.039901,1365.521241,1
2024-11-12,USD,1352.682323,1366.20778,1379.733237,1366.20778,1
2024-11-13,USD,1353.076099,1366.605493,1380.134887,1366.605493,1
2024-11-14,USD,1353.883496,1367.420964,1380.958432,1367.420964,1
2024-11-15,USD,1354.8188,1368.36562,1381.91244,1368.36562,1
2024-11-16,USD,1354.8188,1368.36562,1381.91244,1368.36562,0
2024-11-17,USD,1354.8188,1368.36562,1381.91244,1368.36562,0
2024-11-18,USD,1355.252714,1368.803872,1382.35503,1368.803872,1
2024-11-19,USD,1355.995455,1369.55404,1383.112625,1369.55404,1
2024-11-20,USD,1356.441385,1370.004429,1383.567473,1370.004429,1
2024-11-21,USD,1356.639405,1370.204429,1383.769453,1370.204429,1
2024-11-22,USD,1356.964367,1370.53264,1384.100913,1370.53264,1
2024-11-23,USD,1356.964367,1370.53264,1384.100913,1370.53264,0
2024-11-24,USD,1356.964367,1370.53264,1384.100913,1370.53264,0
2024-11-25,USD,1357.67627,1371.251661,1384.827052,1371.251661,1
2024-11-26,USD,1358.514537,1372.09831,1385.682083,1372.09831,1
2024-11-27,USD,1358.964249,1372.552519,1386.140789,1372.552519,1
2024-11-28,USD,1359.696449,1373.29204,1386.887631,1373.29204,1
2024-11-29,USD,1359.994706,1373.593279,1387.191852,1373.593279,1
2024-11-30,USD,1359.994706,1373.593279,1387.191852,1373.593279,0
2024-12-01,USD,1359.994706,1373.593279,1387.191852,1373.593279,0
2024-12-02,USD,1360.865498,1374.472779,1388.08006,1374.472779,1
2024-12-03,USD,1361.196609,1374.8072,1388.417791,1374.8072,1
2024-12-04,USD,1361.45009,1375.063216,1388.676342,1375.063216,1
2024-12-05,USD,1361.989341,1375.607859,1389.226377,1375.607859,1
2024-12-06,USD,1362.361077,1375.983312,1389.605547,1375.983312,1
2024-12-07,USD,1362.361077,1375.983312,1389.605547,1375.983312,0
2024-12-08,USD,1362.361077,1375.983312,1389.605547,1375.983312,0
2024-12-09,USD,1362.831721,1376.458662,1390.085603,1376.458662,1
2024-12-10,USD,1363.163611,1376.79387,1390.424129,1376.79387,1
2024-12-11,USD,1363.812527,1377.449275,1391.086023,1377.449275,1
2024-12-12,USD,1364.210931,1377.851662,1391.492393,1377.851662,1
2024-12-13,USD,1364.750466,1378.396592,1392.042718,1378.396592,1
2024-12-14,USD,1364.750466,1378.396592,1392.042718,1378.396592,0
2024-12-15,USD,1364.750466,1378.396592,1392.042718,1378.396592,0
2024-12-16,USD,1365.168101,1378.818403,1392.468705,1378.818403,1
2024-12-17,USD,1365.824722,1379.48159,1393.138458,1379.48159,1
2024-12-18,USD,1366.02376,1379.682618,1393.341476,1379.682618,1
2024-12-19,USD,1366.278004,1379.939404,1393.600804,1379.939404,1
2024-12-20,USD,1366.644401,1380.309465,1393.974529,1380.309465,1
2024-12-21,USD,1366.644401,1380.309465,1393.974529,1380.309465,0
2024-12-22,USD,1366.644401,1380.309465,1393.974529,1380.309465,0
2024-12-23,USD,1367.420041,1381.09286,1394.765679,1381.09286,1
2024-12-24,USD,1367.996388,1381.67497,1395.353552,1381.67497,1
2024-12-25,USD,1367.996388,1381.67497,1395.353552,1381.67497,0
2024-12-26,USD,1367.996388,1381.67497,1395.353552,1381.67497,0
2024-12-27,USD,1368.085443,1381.764916,1395.444389,1381.764916,1
2024-12-28,USD,1368.085443,1381.764916,1395.444389,1381.764916,0
2024-12-29,USD,1368.085443,1381.764916,1395.444389,1381.764916,0
2024-12-30,USD,1368.553114,1382.237263,1395.921412,1382.237263,1
2024-12-31,USD,1369.295767,1382.987342,1396.678917,1382.987342,1
2025-01-01,USD,1369.295767,1382.987342,1396.678917,1382.987342,0
2025-01-02,USD,1369.295767,1382.987342,1396.678917,1382.987342,0
2025-01-03,USD,1369.879926,1383.577342,1397.274758,1383.577342,1
2025-01-04,USD,1369.879926,1383.577342,1397.274758,1383.577342,0
2025-01-05,USD,1369.879926,1383.577342,1397.274758,1383.577342,0
2025-01-06,USD,1370.525689,1384.229562,1397.933435,1384.229562,1
2025-01-07,USD,1371.267007,1384.978292,1398.689577,1384.978292,1
2025-01-08,USD,1371.273351,1384.9847,1398.696049,1384.9847,1
2025-01-09,USD,1371.591642,1385.306173,1399.020704,1385.306173,1
2025-01-10,USD,1372.104879,1385.824542,1399.544205,1385.824542,1
2025-01-11,USD,1372.104879,1385.824542,1399.544205,1385.824542,0
2025-01-12,USD,1372.104879,1385.824542,1399.544205,1385.824542,0
2025-01-13,USD,1372.555732,1386.279903,1400.004074,1386.279903,1
2025-01-14,USD,1372.761957,1386.48819,1400.214423,1386.48819,1
2025-01-15,USD,1373.506241,1387.239916,1400.973591,1387.239916,1
2025-01-16,USD,1373.84314,1387.580184,1401.317228,1387.580184,1
2025-01-17,USD,1374.379705,1388.122114,1401.864523,1388.122114,1
2025-01-18,USD,1374.379705,1388.122114,1401.864523,1388.122114,0
2025-01-19,USD,1374.379705,1388.122114,1401.864523,1388.122114,0
2025-01-20,USD,1375.003688,1388.752336,1402.500984,1388.752336,1
2025-01-21,USD,1375.387682,1389.14017,1402.892658,1389.14017,1
2025-01-22,USD,1375.674405,1389.42976,1403.185115,1389.42976,1
2025-01-23,USD,1376.235242,1389.996204,1403.757166,1389.996204,1
2025-01-24,USD,1376.955815,1390.723982,1404.492149,1390.723982,1
2025-01-25,USD,1376.955815,1390.723982,1404.492149,1390.723982,0
2025-01-26,USD,1376.955815,1390.723982,1404.492149,1390.723982,0
2025-01-27,USD,1377.767905,1391.544193,1405.320481,1391.544193,1
2025-01-28,USD,1378.54121,1392.32523,1406.10925,1392.32523,1
2025-01-29,USD,1379.095661,1392.885225,1406.674789,1392.885225,1
2025-01-30,USD,1379.923956,1393.721802,1407.519648,1393.721802,1
2025-01-31,USD,1380.151679,1393.951802,1407.751925,1393.951802,1
2025-02-01,USD,1380.151679,1393.951802,1407.751925,1393.951802,0
2025-02-02,USD,1380.151679,1393.951802,1407.751925,1393.951802,0
2025-02-03,USD,1380.151679,1393.951802,1407.751925,1393.951802,0
2025-02-04,USD,1381.082371,1394.8918,1408.701229,1394.8918,1
2025-02-05,USD,1381.792627,1395.609158,1409.425689,1395.609158,1
2025-02-06,USD,1382.555004,1396.379158,1410.203312,1396.379158,1
2025-02-07,USD,1382.802529,1396.629158,1410.455787,1396.629158,1
2025-02-08,USD,1382.802529,1396.629158,1410.455787,1396.629158,0
2025-02-09,USD,1382.802529,1396.629158,1410.455787,1396.629158,0
2025-02-10,USD,1383.316754,1397.148524,1410.980294,1397.148524,1
2025-02-11,USD,1383.971047,1397.80936,1411.647673,1397.80936,1
2025-02-12,USD,1384.57055,1398.414857,1412.259164,1398.414857,1
2025-02-13,USD,1385.016314,1398.865078,1412.713842,1398.865078,1
2025-02-14,USD,1385.748756,1399.604844,1413.460932,1399.604844,1
2025-02-15,USD,1385.748756,1399.604844,1413.460932,1399.604844,0
2025-02-16,USD,1385.748756,1399.604844,1413.460932,1399.604844,0
2025-02-17,USD,1386.636696,1400.501662,1414.366628,1400.501662,1
2025-02-18,USD,1387.391051,1401.26356,1415.136069,1401.26356,1
2025-02-19,USD,1388.229307,1402.110198,1415.991089,1402.110198,1
2025-02-20,USD,1388.647969,1402.533046,1416.418123,1402.533046,1
2025-02-21,USD,1389.414188,1403.306927,1417.199666,1403.306927,1
2025-02-22,USD,1389.414188,1403.306927,1417.199666,1403.306927,0
2025-02-23,USD,1389.414188,1403.306927,1417.199666,1403.306927,0
2025-02-24,USD,1389.572604,1403.466927,1417.36125,1403.466927,1
2025-02-25,USD,1390.34039,1404.24239,1418.14439,1404.24239,1
2025-02-26,USD,1390.687175,1404.592642,1418.498109,1404.592642,1
2025-02-27,USD,1390.982861,1404.891285,1418.799709,1404.891285,1
2025-02-28,USD,1391.507614,1405.421285,1419.334956,1405.421285,1
2025-03-01,USD,1391.507614,1405.421285,1419.334956,1405.421285,0
2025-03-02,USD,1391.507614,1405.421285,1419.334956,1405.421285,0
2025-03-03,USD,1392.383302,1406.305729,1420.228156,1406.305729,1
2025-03-04,USD,1393.349958,1407.28205,1421.214142,1407.28205,1
2025-03-05,USD,1394.086648,1408.026106,1421.965564,1408.026106,1
2025-03-06,USD,1394.385748,1408.328197,1422.270646,1408.328197,1
2025-03-07,USD,1394.933153,1408.881076,1422.828999,1408.881076,1
2025-03-08,USD,1394.933153,1408.881076,1422.828999,1408.881076,0
2025-03-09,USD,1394.933153,1408.881076,1422.828999,1408.881076,0
2025-03-10,USD,1395.147675,1409.097743,1423.047811,1409.097743,1
2025-03-11,USD,1395.682326,1409.63774,1423.593154,1409.63774,1
2025-03-12,USD,1395.975534,1409.933879,1423.892224,1409.933879,1
2025-03-13,USD,1396.461703,1410.42491,1424.388117,1410.42491,1
2025-03-14,USD,1396.743783,1410.70981,1424.675837,1410.70981,1
2025-03-15,USD,1396.743783,1410.70981,1424.675837,1410.70981,0
2025-03-16,USD,1396.743783,1410.70981,1424.675837,1410.70981,0
2025-03-17,USD,1397.177221,1411.147582,1425.117943,1411.147582,1
2025-03-18,USD,1397.806913,1411.78357,1425.760227,1411.78357,1
2025-03-19,USD,1398.619536,1412.604319,1426.589102,1412.604319,1
2025-03-20,USD,1399.288693,1413.280167,1427.271641,1413.280167,1
2025-03-21,USD,1399.393877,1413.386402,1427.378927,1413.386402,1
2025-03-22,USD,1399.393877,1413.386402,1427.378927,1413.386402,0
2025-03-23,USD,1399.393877,1413.386402,1427.378927,1413.386402,0
2025-03-24,USD,1399.613107,1413.607824,1427.602541,1413.607824,1
2025-03-25,USD,1399.842954,1413.83997,1427.836986,1413.83997,1
2025-03-26,USD,1400.211491,1414.212192,1428.212893,1414.212192,1
2025-03-27,USD,1400.480037,1414.483423,1428.486809,1414.483423,1
2025-03-28,USD,1400.946408,1414.954457,1428.962506,1414.954457,1
2025-03-29,USD,1400.946408,1414.954457,1428.962506,1414.954457,0
2025-03-30,USD,1400.946408,1414.954457,1428.962506,1414.954457,0
2025-03-31,USD,1400.946408,1414.954457,1428.962506,1414.954457,0
2025-04-01,USD,1401.182055,1415.19246,1429.202865,1415.19246,1
2025-04-02,USD,1401.666569,1415.681819,1429.697069,1415.681819,1
2025-04-03,USD,1401.791003,1415.807497,1429.823991,1415.807497,1
