date,currency,buying_rate,average_rate,selling_rate,mid_rate,is_official_observation
2025-04-04,USD,1401.518726,1415.532498,1429.54627,1415.532498,1
2025-04-05,USD,1401.518726,1415.532498,1429.54627,1415.532498,0
2025-04-06,USD,1401.518726,1415.532498,1429.54627,1415.532498,0
2025-04-07,USD,1401.518726,1415.532498,1429.54627,1415.532498,0
2025-04-08,USD,1401.766253,1415.7825,1429.798747,1415.7825,1
2025-04-09,USD,1401.964271,1415.982498,1430.000725,1415.982498,1
2025-04-10,USD,1401.55833,1415.572498,1429.586666,1415.572498,1
2025-04-11,USD,1401.782093,1415.798498,1429.814903,1415.798498,1
2025-04-12,USD,1401.782093,1415.798498,1429.814903,1415.798498,0
2025-04-13,USD,1401.782093,1415.798498,1429.814903,1415.798498,0
2025-04-14,USD,1401.8514,1415.868498,1429.885596,1415.868498,1
2025-04-15,USD,1401.999917,1416.0185,1430.037083,1416.0185,1
2025-04-16,USD,1401.688033,1415.703498,1429.718963,1415.703498,1
2025-04-17,USD,1401.420706,1415.433498,1429.44629,1415.433498,1
2025-04-18,USD,1401.420706,1415.433498,1429.44629,1415.433498,0
2025-04-19,USD,1401.420706,1415.433498,1429.44629,1415.433498,0
2025-04-20,USD,1401.420706,1415.433498,1429.44629,1415.433498,0
2025-04-21,USD,1401.420706,1415.433498,1429.44629,1415.433498,0
2025-04-22,USD,1401.202884,1415.213498,1429.224112,1415.213498,1
2025-04-23,USD,1401.292036,1415.303541,1429.315047,1415.303541,1
2025-04-24,USD,1401.787086,1415.803541,1429.819997,1415.803541,1
2025-04-25,USD,1402.178176,1416.198541,1430.218907,1416.198541,1
2025-04-26,USD,1402.178176,1416.198541,1430.218907,1416.198541,0
2025-04-27,USD,1402.178176,1416.198541,1430.218907,1416.198541,0
2025-04-28,USD,1402.212829,1416.233541,1430.254253,1416.233541,1
2025-04-29,USD,1402.52966,1416.55354,1430.57742,1416.55354,1
2025-04-30,USD,1402.942533,1416.970541,1430.99855,1416.970541,1
2025-05-01,USD,1402.942533,1416.970541,1430.99855,1416.970541,0
2025-05-02,USD,1402.942533,1416.970541,1430.99855,1416.970541,0
2025-05-03,USD,1402.942533,1416.970541,1430.99855,1416.970541,0
2025-05-04,USD,1402.942533,1416.970541,1430.99855,1416.970541,0
2025-05-05,USD,1403.259365,1417.290541,1431.321718,1417.290541,1
2025-05-06,USD,1403.41778,1417.45054,1431.4833,1417.45054,1
2025-05-07,USD,1403.764316,1417.800541,1431.836767,1417.800541,1
2025-05-08,USD,1404.176188,1418.216531,1432.256875,1418.216531,1
2025-05-09,USD,1404.739166,1418.785139,1432.831112,1418.785139,1
2025-05-10,USD,1404.739166,1418.785139,1432.831112,1418.785139,0
2025-05-11,USD,1404.739166,1418.785139,1432.831112,1418.785139,0
2025-05-12,USD,1405.229187,1419.280059,1433.330932,1419.280059,1
2025-05-13,USD,1405.318296,1419.37006,1433.421824,1419.37006,1
2025-05-14,USD,1405.491563,1419.545059,1433.598555,1419.545059,1
2025-05-15,USD,1405.174611,1419.224938,1433.275265,1419.224938,1
2025-05-16,USD,1404.743919,1418.789939,1432.835959,1418.789939,1
2025-05-17,USD,1404.743919,1418.789939,1432.835959,1418.789939,0
2025-05-18,USD,1404.743919,1418.789939,1432.835959,1418.789939,0
2025-05-19,USD,1404.856117,1418.903259,1432.950401,1418.903259,1
2025-05-20,USD,1404.598692,1418.64326,1432.687828,1418.64326,1
2025-05-21,USD,1404.554124,1418.598247,1432.64237,1418.598247,1
2025-05-22,USD,1404.679943,1418.725324,1432.770705,1418.725324,1
2025-05-23,USD,1404.78497,1418.831401,1432.877832,1418.831401,1
2025-05-24,USD,1404.78497,1418.831401,1432.877832,1418.831401,0
2025-05-25,USD,1404.78497,1418.831401,1432.877832,1418.831401,0
2025-05-26,USD,1405.200812,1419.251401,1433.30199,1419.251401,1
2025-05-27,USD,1404.98794,1419.0364,1433.08486,1419.0364,1
2025-05-28,USD,1405.324574,1419.3764,1433.428226,1419.3764,1
2025-05-29,USD,1405.824574,1419.8814,1433.938226,1419.8814,1
2025-05-30,USD,1405.740415,1419.796399,1433.852383,1419.796399,1
2025-05-31,USD,1405.740415,1419.796399,1433.852383,1419.796399,0
2025-06-01,USD,1405.740415,1419.796399,1433.852383,1419.796399,0
2025-06-02,USD,1406.447079,1420.510129,1434.573179,1420.510129,1
2025-06-03,USD,1407.199566,1421.27014,1435.340714,1421.27014,1
2025-06-04,USD,1407.575804,1421.65014,1435.724476,1421.65014,1
2025-06-05,USD,1406.93719,1421.005141,1435.073092,1421.005141,1
2025-06-06,USD,1406.93719,1421.005141,1435.073092,1421.005141,0
2025-06-07,USD,1406.93719,1421.005141,1435.073092,1421.005141,0
2025-06-08,USD,1406.93719,1421.005141,1435.073092,1421.005141,0
2025-06-09,USD,1408.93719,1422.030399,1435.123608,1422.030399,1
2025-06-10,USD,1410.43719,1422.88096,1435.32473,1422.88096,1
2025-06-11,USD,1410.93832,1423.241351,1435.544382,1423.241351,1
2025-06-12,USD,1411.66146,1423.699459,1435.737457,1423.699459,1
2025-06-13,USD,1412.28276,1424.116214,1435.949668,1424.116214,1
2025-06-14,USD,1412.28276,1424.116214,1435.949668,1424.116214,0
2025-06-15,USD,1412.28276,1424.116214,1435.949668,1424.116214,0
2025-06-16,USD,1413.78276,1424.991321,1436.199881,1424.991321,1
2025-06-17,USD,1416.678541,1426.59028,1436.502013,1426.59028,1
2025-06-18,USD,1418.499882,1427.606108,1436.712334,1427.606108,1
2025-06-19,USD,1420.603093,1428.758374,1436.913655,1428.758374,1
2025-06-20,USD,1422.556308,1429.832142,1437.107976,1429.832142,1
2025-06-21,USD,1422.556308,1429.832142,1437.107976,1429.832142,0
2025-06-22,USD,1422.556308,1429.832142,1437.107976,1429.832142,0
2025-06-23,USD,1424.577649,1430.947928,1437.318207,1430.947928,1
2025-06-24,USD,1427.518438,1432.51844,1437.518438,1432.51844,1
2025-06-25,USD,1427.698561,1432.698606,1437.69865,1432.698606,1
2025-06-26,USD,1427.821584,1432.821584,1437.821584,1432.821584,1
2025-06-27,USD,1427.931797,1432.931797,1437.931797,1432.931797,1
2025-06-28,USD,1427.931797,1432.931797,1437.931797,1432.931797,0
2025-06-29,USD,1427.931797,1432.931797,1437.931797,1432.931797,0
2025-06-30,USD,1428.018438,1433.018438,1438.018438,1433.018438,1
2025-07-01,USD,1428.018438,1433.018438,1438.018438,1433.018438,0
2025-07-02,USD,1428.018438,1433.018438,1438.018438,1433.018438,0
2025-07-03,USD,1428.018438,1433.018438,1438.018438,1433.018438,0
2025-07-04,USD,1428.018438,1433.018438,1438.018438,1433.018438,0
2025-07-05,USD,1428.018438,1433.018438,1438.018438,1433.018438,0
2025-07-06,USD,1428.018438,1433.018438,1438.018438,1433.018438,0
2025-07-07,USD,1428.398459,1433.398459,1438.398459,1433.398459,1
2025-07-08,USD,1428.80059,1433.80059,1438.80059,1433.80059,1
2025-07-09,USD,1429.291806,1434.291806,1439.291806,1434.291806,1
2025-07-10,USD,1429.723031,1434.723031,1439.723031,1434.723031,1
2025-07-11,USD,1430.168438,1435.168438,1440.168438,1435.168438,1
2025-07-12,USD,1430.168438,1435.168438,1440.168438,1435.168438,0
2025-07-13,USD,1430.168438,1435.168438,1440.168438,1435.168438,0
2025-07-14,USD,1430.660551,1435.660551,1440.660551,1435.660551,1
2025-07-15,USD,1431.17076,1436.17076,1441.17076,1436.17076,1
2025-07-16,USD,1431.672896,1436.672896,1441.672896,1436.672896,1
2025-07-17,USD,1432.163518,1437.163518,1442.163518,1437.163518,1
2025-07-18,USD,1432.618438,1437.618438,1442.618438,1437.618438,1
2025-07-19,USD,1432.618438,1437.618438,1442.618438,1437.618438,0
2025-07-20,USD,1432.618438,1437.618438,1442.618438,1437.618438,0
2025-07-21,USD,1433.17857,1438.17857,1443.17857,1438.17857,1
2025-07-22,USD,1433.63878,1438.63878,1443.63878,1438.63878,1
2025-07-23,USD,1434.136101,1439.136101,1444.136101,1439.136101,1
2025-07-24,USD,1434.654422,1439.654422,1444.654422,1439.654422,1
2025-07-25,USD,1435.157638,1440.157638,1445.157638,1440.157638,1
2025-07-26,USD,1435.157638,1440.157638,1445.157638,1440.157638,0
2025-07-27,USD,1435.157638,1440.157638,1445.157638,1440.157638,0
2025-07-28,USD,1435.677851,1440.677851,1445.677851,1440.677851,1
2025-07-29,USD,1435.71806,1440.71806,1445.71806,1440.71806,1
2025-07-30,USD,1435.858064,1440.858064,1445.858064,1440.858064,1
2025-07-31,USD,1436.016385,1441.016385,1446.016385,1441.016385,1
2025-08-01,USD,1436.016385,1441.016385,1446.016385,1441.016385,0
2025-08-02,USD,1436.016385,1441.016385,1446.016385,1441.016385,0
2025-08-03,USD,1436.016385,1441.016385,1446.016385,1441.016385,0
2025-08-04,USD,1436.526706,1441.526706,1446.526706,1441.526706,1
2025-08-05,USD,1437.02503,1442.02503,1447.02503,1442.02503,1
2025-08-06,USD,1437.533243,1442.533243,1447.533243,1442.533243,1
2025-08-07,USD,1438.043456,1443.043456,1448.043456,1443.043456,1
2025-08-08,USD,1438.539288,1443.539288,1448.539288,1443.539288,1
2025-08-09,USD,1438.539288,1443.539288,1448.539288,1443.539288,0
2025-08-10,USD,1438.539288,1443.539288,1448.539288,1443.539288,0
2025-08-11,USD,1439.03,1444.03,1449.03,1444.03,1
2025-08-12,USD,1439.14,1444.14,1449.14,1444.14,1
2025-08-13,USD,1439.27,1444.27,1449.27,1444.27,1
2025-08-14,USD,1439.5,1444.5,1449.5,1444.5,1
2025-08-15,USD,1439.5,1444.5,1449.5,1444.5,0
2025-08-16,USD,1439.5,1444.5,1449.5,1444.5,0
2025-08-17,USD,1439.5,1444.5,1449.5,1444.5,0
2025-08-18,USD,1439.64,1444.64,1449.64,1444.64,1
2025-08-19,USD,1439.795,1444.795,1449.795,1444.795,1
2025-08-20,USD,1439.89,1444.89,1449.89,1444.89,1
2025-08-21,USD,1439.925,1444.925,1449.925,1444.925,1
2025-08-22,USD,1440.005,1445.005,1450.005,1445.005,1
2025-08-23,USD,1440.005,1445.005,1450.005,1445.005,0
2025-08-24,USD,1440.005,1445.005,1450.005,1445.005,0
2025-08-25,USD,1439.975,1444.975,1449.975,1444.975,1
2025-08-26,USD,1440.14,1445.14,1450.14,1445.14,1
2025-08-27,USD,1440.245,1445.245,1450.245,1445.245,1
2025-08-28,USD,1440.39,1445.39,1450.39,1445.39,1
2025-08-29,USD,1440.505,1445.505,1450.505,1445.505,1
2025-08-30,USD,1440.505,1445.505,1450.505,1445.505,0
2025-08-31,USD,1440.505,1445.505,1450.505,1445.505,0
2025-09-01,USD,1440.65,1445.65,1450.65,1445.65,1
2025-09-02,USD,1440.785,1445.785,1450.785,1445.785,1
2025-09-03,USD,1440.825,1445.825,1450.825,1445.825,1
2025-09-04,USD,1440.915,1445.915,1450.915,1445.915,1
2025-09-05,USD,1440.995,1445.995,1450.995,1445.995,1
2025-09-06,USD,1440.995,1445.995,1450.995,1445.995,0
2025-09-07,USD,1440.995,1445.995,1450.995,1445.995,0
2025-09-08,USD,1441.095,1446.095,1451.095,1446.095,1
2025-09-09,USD,1441.165,1446.165,1451.165,1446.165,1
2025-09-10,USD,1441.355,1446.355,1451.355,1446.355,1
2025-09-11,USD,1441.49,1446.49,1451.49,1446.49,1
2025-09-12,USD,1441.6,1446.6,1451.6,1446.6,1
2025-09-13,USD,1441.6,1446.6,1451.6,1446.6,0
2025-09-14,USD,1441.6,1446.6,1451.6,1446.6,0
2025-09-15,USD,1441.75,1446.75,1451.75,1446.75,1
2025-09-16,USD,1441.94,1446.94,1451.94,1446.94,1
2025-09-17,USD,1442.02,1447.02,1452.02,1447.02,1
2025-09-18,USD,1442.145,1447.145,1452.145,1447.145,1
2025-09-19,USD,1442.215,1447.215,1452.215,1447.215,1
2025-09-20,USD,1442.215,1447.215,1452.215,1447.215,0
2025-09-21,USD,1442.215,1447.215,1452.215,1447.215,0
2025-09-22,USD,1442.33,1447.33,1452.33,1447.33,1
2025-09-23,USD,1442.475,1447.475,1452.475,1447.475,1
2025-09-24,USD,1442.435,1447.435,1452.435,1447.435,1
2025-09-25,USD,1442.51,1447.51,1452.51,1447.51,1
2025-09-26,USD,1442.675,1447.675,1452.675,1447.675,1
2025-09-27,USD,1442.675,1447.675,1452.675,1447.675,0
2025-09-28,USD,1442.675,1447.675,1452.675,1447.675,0
2025-09-29,USD,1442.77,1447.77,1452.77,1447.77,1
2025-09-30,USD,1442.96,1447.96,1452.96,1447.96,1
2025-10-01,USD,1443.07,1448.07,1453.07,1448.07,1
2025-10-02,USD,1443.185,1448.185,1453.185,1448.185,1
2025-10-03,USD,1443.255,1448.255,1453.255,1448.255,1
2025-10-04,USD,1443.255,1448.255,1453.255,1448.255,0
2025-10-05,USD,1443.255,1448.255,1453.255,1448.255,0
2025-10-06,USD,1443.35,1448.35,1453.35,1448.35,1
2025-10-07,USD,1443.395,1448.395,1453.395,1448.395,1
2025-10-08,USD,1443.48,1448.48,1453.48,1448.48,1
2025-10-09,USD,1443.63,1448.63,1453.63,1448.63,1
2025-10-10,USD,1443.64,1448.64,1453.64,1448.64,1
2025-10-11,USD,1443.64,1448.64,1453.64,1448.64,0
2025-10-12,USD,1443.64,1448.64,1453.64,1448.64,0
2025-10-13,USD,1443.665,1448.665,1453.665,1448.665,1
2025-10-14,USD,1443.773,1448.773,1453.773,1448.773,1
2025-10-15,USD,1443.815,1448.815,1453.815,1448.815,1
2025-10-16,USD,1443.915,1448.915,1453.915,1448.915,1
2025-10-17,USD,1443.96,1448.96,1453.96,1448.96,1
2025-10-18,USD,1443.96,1448.96,1453.96,1448.96,0
2025-10-19,USD,1443.96,1448.96,1453.96,1448.96,0
2025-10-20,USD,1444.14,1449.14,1454.14,1449.14,1
2025-10-21,USD,1444.155,1449.155,1454.155,1449.155,1
2025-10-22,USD,1444.265,1449.265,1454.265,1449.265,1
2025-10-23,USD,1444.35,1449.35,1454.35,1449.35,1
2025-10-24,USD,1444.46,1449.46,1454.46,1449.46,1
2025-10-25,USD,1444.46,1449.46,1454.46,1449.46,0
2025-10-26,USD,1444.46,1449.46,1454.46,1449.46,0
2025-10-27,USD,1444.47,1449.47,1454.47,1449.47,1
2025-10-28,USD,1444.71,1449.71,1454.71,1449.71,1
2025-10-29,USD,1444.695,1449.695,1454.695,1449.695,1
2025-10-30,USD,1444.795,1449.795,1454.795,1449.795,1
2025-10-31,USD,1444.87,1449.87,1454.87,1449.87,1
2025-11-01,USD,1444.87,1449.87,1454.87,1449.87,0
2025-11-02,USD,1444.87,1449.87,1454.87,1449.87,0
2025-11-03,USD,1444.89,1449.89,1454.89,1449.89,1
2025-11-04,USD,1444.985,1449.985,1454.985,1449.985,1
2025-11-05,USD,1445.095,1450.095,1455.095,1450.095,1
2025-11-06,USD,1445.165,1450.165,1455.165,1450.165,1
2025-11-07,USD,1445.265,1450.265,1455.265,1450.265,1
2025-11-08,USD,1445.265,1450.265,1455.265,1450.265,0
2025-11-09,USD,1445.265,1450.265,1455.265,1450.265,0
2025-11-10,USD,1445.33,1450.33,1455.33,1450.33,1
2025-11-11,USD,1445.44,1450.44,1455.44,1450.44,1
2025-11-12,USD,1445.5,1450.5,1455.5,1450.5,1
2025-11-13,USD,1445.58,1450.58,1455.58,1450.58,1
2025-11-14,USD,1445.675,1450.675,1455.675,1450.675,1
2025-11-15,USD,1445.675,1450.675,1455.675,1450.675,0
2025-11-16,USD,1445.675,1450.675,1455.675,1450.675,0
2025-11-17,USD,1445.74,1450.74,1455.74,1450.74,1
2025-11-18,USD,1445.825,1450.825,1455.825,1450.825,1
2025-11-19,USD,1445.9,1450.9,1455.9,1450.9,1
2025-11-20,USD,1445.93,1450.93,1455.93,1450.93,1
2025-11-21,USD,1446.015,1451.015,1456.015,1451.015,1
2025-11-22,USD,1446.015,1451.015,1456.015,1451.015,0
2025-11-23,USD,1446.015,1451.015,1456.015,1451.015,0
2025-11-24,USD,1446.05,1451.05,1456.05,1451.05,1
2025-11-25,USD,1446.175,1451.175,1456.175,1451.175,1
2025-11-26,USD,1446.24,1451.24,1456.24,1451.24,1
2025-11-27,USD,1446.335,1451.335,1456.335,1451.335,1
2025-11-28,USD,1446.435,1451.435,1456.435,1451.435,1
2025-11-29,USD,1446.435,1451.435,1456.435,1451.435,0
2025-11-30,USD,1446.435,1451.435,1456.435,1451.435,0
2025-12-01,USD,1446.51,1451.51,1456.51,1451.51,1
2025-12-02,USD,1446.59,1451.59,1456.59,1451.59,1
2025-12-03,USD,1446.665,1451.665,1456.665,1451.665,1
2025-12-04,USD,1446.76,1451.76,1456.76,1451.76,1
2025-12-05,USD,1446.83,1451.83,1456.83,1451.83,1
2025-12-06,USD,1446.83,1451.83,1456.83,1451.83,0
2025-12-07,USD,1446.83,1451.83,1456.83,1451.83,0
2025-12-08,USD,1446.915,1451.915,1456.915,1451.915,1
2025-12-09,USD,1446.99,1451.99,1456.99,1451.99,1
2025-12-10,USD,1447.05,1452.05,1457.05,1452.05,1
2025-12-11,USD,1447.130023,1452.130023,1457.130023,1452.130023,1
2025-12-12,USD,1447.195,1452.195,1457.195,1452.195,1
2025-12-13,USD,1447.195,1452.195,1457.195,1452.195,0
2025-12-14,USD,1447.195,1452.195,1457.195,1452.195,0
2025-12-15,USD,1447.285,1452.285,1457.285,1452.285,1
2025-12-16,USD,1447.36,1452.36,1457.36,1452.36,1
2025-12-17,USD,1447.43,1452.43,1457.43,1452.43,1
2025-12-18,USD,1447.525,1452.525,1457.525,1452.525,1
2025-12-19,USD,1447.605,1452.605,1457.605,1452.605,1
2025-12-20,USD,1447.605,1452.605,1457.605,1452.605,0
2025-12-21,USD,1447.605,1452.605,1457.605,1452.605,0
2025-12-22,USD,1447.675,1452.675,1457.675,1452.675,1
2025-12-23,USD,1447.76,1452.76,1457.76,1452.76,1
2025-12-24,USD,1447.85,1452.85,1457.85,1452.85,1
2025-12-25,USD,1447.85,1452.85,1457.85,1452.85,0
2025-12-26,USD,1447.85,1452.85,1457.85,1452.85,0
2025-12-27,USD,1447.85,1452.85,1457.85,1452.85,0
2025-12-28,USD,1447.85,1452.85,1457.85,1452.85,0
2025-12-29,USD,1447.925,1452.925,1457.925,1452.925,1
2025-12-30,USD,1448.015,1453.015,1458.015,1453.015,1
2025-12-31,USD,1448.075,1453.075,1458.075,1453.075,1
2026-01-01,USD,1448.075,1453.075,1458.075,1453.075,0
2026-01-02,USD,1448.075,1453.075,1458.075,1453.075,0
2026-01-03,USD,1448.075,1453.075,1458.075,1453.075,0
2026-01-04,USD,1448.075,1453.075,1458.075,1453.075,0
2026-01-05,USD,1448.165,1453.165,1458.165,1453.165,1
2026-01-06,USD,1448.26,1453.26,1458.26,1453.26,1
2026-01-07,USD,1448.33,1453.33,1458.33,1453.33,1
2026-01-08,USD,1448.415,1453.415,1458.415,1453.415,1
2026-01-09,USD,1448.51,1453.51,1458.51,1453.51,1
2026-01-10,USD,1448.51,1453.51,1458.51,1453.51,0
2026-01-11,USD,1448.51,1453.51,1458.51,1453.51,0
2026-01-12,USD,1448.59,1453.59,1458.59,1453.59,1
2026-01-13,USD,1448.685,1453.685,1458.685,1453.685,1
2026-01-14,USD,1448.7785,1453.7785,1458.7785,1453.7785,1
2026-01-15,USD,1448.875,1453.875,1458.875,1453.875,1
2026-01-16,USD,1448.965,1453.965,1458.965,1453.965,1
2026-01-17,USD,1448.965,1453.965,1458.965,1453.965,0
2026-01-18,USD,1448.965,1453.965,1458.965,1453.965,0
2026-01-19,USD,1449.085,1454.085,1459.085,1454.085,1
2026-01-20,USD,1449.19,1454.19,1459.19,1454.19,1
2026-01-21,USD,1449.255,1454.255,1459.255,1454.255,1
2026-01-22,USD,1449.35,1454.35,1459.35,1454.35,1
2026-01-23,USD,1449.48,1454.48,1459.48,1454.48,1
2026-01-24,USD,1449.48,1454.48,1459.48,1454.48,0
2026-01-25,USD,1449.48,1454.48,1459.48,1454.48,0
2026-01-26,USD,1449.595,1454.595,1459.595,1454.595,1
2026-01-27,USD,1449.7,1454.7,1459.7,1454.7,1
2026-01-28,USD,1449.79,1454.79,1459.79,1454.79,1
2026-01-29,USD,1449.9,1454.9,1459.9,1454.9,1
2026-01-30,USD,1450.05,1455.05,1460.05,1455.05,1
2026-01-31,USD,1450.05,1455.05,1460.05,1455.05,0
2026-02-01,USD,1450.05,1455.05,1460.05,1455.05,0
2026-02-02,USD,1450.05,1455.05,1460.05,1455.05,0
2026-02-03,USD,1450.15,1455.15,1460.15,1455.15,1
2026-02-04,USD,1450.255,1455.255,1460.255,1455.255,1
2026-02-05,USD,1450.35,1455.35,1460.35,1455.35,1
2026-02-06,USD,1450.5,1455.5,1460.5,1455.5,1
2026-02-07,USD,1450.5,1455.5,1460.5,1455.5,0
2026-02-08,USD,1450.5,1455.5,1460.5,1455.5,0
2026-02-09,USD,1450.615,1455.615,1460.615,1455.615,1
2026-02-10,USD,1450.77,1455.77,1460.77,1455.77,1
2026-02-11,USD,1450.89,1455.89,1460.89,1455.89,1
2026-02-12,USD,1451.04,1456.04,1461.04,1456.04,1
2026-02-13,USD,1451.21,1456.21,1461.21,1456.21,1
2026-02-14,USD,1451.21,1456.21,1461.21,1456.21,0
2026-02-15,USD,1451.21,1456.21,1461.21,1456.21,0
2026-02-16,USD,1451.375,1456.375,1461.375,1456.375,1
2026-02-17,USD,1451.57,1456.57,1461.57,1456.57,1
2026-02-18,USD,1451.705,1456.705,1461.705,1456.705,1
2026-02-19,USD,1451.855,1456.855,1461.855,1456.855,1
2026-02-20,USD,1452.045265,1457.045265,1462.045265,1457.045265,1
2026-02-21,USD,1452.045265,1457.045265,1462.045265,1457.045265,0
2026-02-22,USD,1452.045265,1457.045265,1462.045265,1457.045265,0
2026-02-23,USD,1452.2,1457.2,1462.2,1457.2,1
2026-02-24,USD,1452.365,1457.365,1462.365,1457.365,1
2026-02-25,USD,1452.54,1457.54,1462.54,1457.54,1
2026-02-26,USD,1452.69,1457.69,1462.69,1457.69,1
2026-02-27,USD,1452.825,1457.825,1462.825,1457.825,1
2026-02-28,USD,1452.825,1457.825,1462.825,1457.825,0
2026-03-01,USD,1452.825,1457.825,1462.825,1457.825,0
2026-03-02,USD,1452.97,1457.97,1462.97,1457.97,1
2026-03-03,USD,1453.11,1458.11,1463.11,1458.11,1
2026-03-04,USD,1453.27,1458.27,1463.27,1458.27,1
2026-03-05,USD,1453.42,1458.42,1463.42,1458.42,1
2026-03-06,USD,1453.59,1458.59,1463.59,1458.59,1
2026-03-07,USD,1453.59,1458.59,1463.59,1458.59,0
2026-03-08,USD,1453.59,1458.59,1463.59,1458.59,0
2026-03-09,USD,1453.74,1458.74,1463.74,1458.74,1
2026-03-10,USD,1453.905,1458.905,1463.905,1458.905,1
2026-03-11,USD,1454.01,1459.01,1464.01,1459.01,1
2026-03-12,USD,1454.135,1459.135,1464.135,1459.135,1
2026-03-13,USD,1454.335,1459.335,1464.335,1459.335,1
2026-03-14,USD,1454.335,1459.335,1464.335,1459.335,0
2026-03-15,USD,1454.335,1459.335,1464.335,1459.335,0
2026-03-16,USD,1454.485,1459.485,1464.485,1459.485,1
2026-03-17,USD,1454.625,1459.625,1464.625,1459.625,1
2026-03-18,USD,1454.74,1459.74,1464.74,1459.74,1
2026-03-19,USD,1454.9,1459.9,1464.9,1459.9,1
2026-03-20,USD,1454.9,1459.9,1464.9,1459.9,0
2026-03-21,USD,1454.9,1459.9,1464.9,1459.9,0
2026-03-22,USD,1454.9,1459.9,1464.9,1459.9,0
2026-03-23,USD,1455.04,1460.04,1465.04,1460.04,1
2026-03-24,USD,1455.17,1460.17,1465.17,1460.17,1
2026-03-25,USD,1455.215,1460.215,1465.215,1460.215,1
2026-03-26,USD,1455.305,1460.305,1465.305,1460.305,1
2026-03-27,USD,1455.37,1460.37,1465.37,1460.37,1
2026-03-28,USD,1455.37,1460.37,1465.37,1460.37,0
2026-03-29,USD,1455.37,1460.37,1465.37,1460.37,0
2026-03-30,USD,1455.4,1460.4,1465.4,1460.4,1
2026-03-31,USD,1455.45,1460.45,1465.45,1460.45,1
2026-04-01,USD,1455.535,1460.535,1465.535,1460.535,1
2026-04-02,USD,1455.615,1460.615,1465.615,1460.615,1
2026-04-03,USD,1455.615,1460.615,1465.615,1460.615,0
2026-04-04,USD,1455.615,1460.615,1465.615,1460.615,0
2026-04-05,USD,1455.615,1460.615,1465.615,1460.615,0
2026-04-06,USD,1455.615,1460.615,1465.615,1460.615,0
2026-04-07,USD,1455.615,1460.615,1465.615,1460.615,0
2026-04-08,USD,1455.685,1460.685,1465.685,1460.685,1
2026-04-09,USD,1455.78,1460.78,1465.78,1460.78,1
2026-04-10,USD,1455.86,1460.86,1465.86,1460.86,1
2026-04-11,USD,1455.86,1460.86,1465.86,1460.86,0
2026-04-12,USD,1455.86,1460.86,1465.86,1460.86,0
2026-04-13,USD,1455.955,1460.955,1465.955,1460.955,1
2026-04-14,USD,1456.04,1461.04,1466.04,1461.04,1
2026-04-15,USD,1456.13,1461.13,1466.13,1461.13,1
2026-04-16,USD,1456.225,1461.225,1466.225,1461.225,1
2026-04-17,USD,1456.295,1461.295,1466.295,1461.295,1
2026-04-18,USD,1456.295,1461.295,1466.295,1461.295,0
2026-04-19,USD,1456.295,1461.295,1466.295,1461.295,0
2026-04-20,USD,1456.38,1461.38,1466.38,1461.38,1
2026-04-21,USD,1456.475,1461.475,1466.475,1461.475,1
2026-04-22,USD,1456.565,1461.565,1466.565,1461.565,1
2026-04-23,USD,1456.63,1461.63,1466.63,1461.63,1
2026-04-24,USD,1456.725,1461.725,1466.725,1461.725,1
2026-04-25,USD,1456.725,1461.725,1466.725,1461.725,0
2026-04-26,USD,1456.725,1461.725,1466.725,1461.725,0
2026-04-27,USD,1456.795,1461.795,1466.795,1461.795,1
2026-04-28,USD,1456.89,1461.89,1466.89,1461.89,1
2026-04-29,USD,1456.975,1461.975,1466.975,1461.975,1
2026-04-30,USD,1457.0475,1462.0475,1467.0475,1462.0475,1
2026-05-01,USD,1457.0475,1462.0475,1467.0475,1462.0475,0
2026-05-02,USD,1457.0475,1462.0475,1467.0475,1462.0475,0
2026-05-03,USD,1457.0475,1462.0475,1467.0475,1462.0475,0
2026-05-04,USD,1457.115,1462.115,1467.115,1462.115,1
2026-05-05,USD,1457.19,1462.19,1467.19,1462.19,1
2026-05-06,USD,1457.285,1462.285,1467.285,1462.285,1
2026-05-07,USD,1457.345,1462.345,1467.345,1462.345,1
2026-05-08,USD,1457.43,1462.43,1467.43,1462.43,1
2026-05-09,USD,1457.43,1462.43,1467.43,1462.43,0
2026-05-10,USD,1457.43,1462.43,1467.43,1462.43,0
2026-05-11,USD,1457.5,1462.5,1467.5,1462.5,1
2026-05-12,USD,1457.595,1462.595,1467.595,1462.595,1
2026-05-13,USD,1457.6925,1462.6925,1467.6925,1462.6925,1
2026-05-14,USD,1457.785,1462.785,1467.785,1462.785,1
2026-05-15,USD,1457.88,1462.88,1467.88,1462.88,1
2026-05-16,USD,1457.88,1462.88,1467.88,1462.88,0
2026-05-17,USD,1457.88,1462.88,1467.88,1462.88,0
2026-05-18,USD,1457.97,1462.97,1467.97,1462.97,1
2026-05-19,USD,1458.065,1463.065,1468.065,1463.065,1
2026-05-20,USD,1458.1625,1463.1625,1468.1625,1463.1625,1
2026-05-21,USD,1458.255,1463.255,1468.255,1463.255,1
2026-05-22,USD,1458.3525,1463.3525,1468.3525,1463.3525,1
2026-05-23,USD,1458.3525,1463.3525,1468.3525,1463.3525,0
2026-05-24,USD,1458.3525,1463.3525,1468.3525,1463.3525,0
2026-05-25,USD,1458.4515,1463.4515,1468.4515,1463.4515,1
2026-05-26,USD,1458.545,1463.545,1468.545,1463.545,1
