date,currency,buying_rate,average_rate,selling_rate,mid_rate,is_official_observation,source,rate_type
2023-02-26,EUR,1145.24,1156.69,1168.14,1156.69,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-02-27,EUR,1139.89,1151.29,1162.69,1151.29,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-02-28,EUR,1144.11,1155.55,1166.99,1155.55,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-01,EUR,1144.25,1155.69,1167.13,1155.69,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-02,EUR,1151.03,1162.54,1174.05,1162.54,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-03,EUR,1143.08,1154.51,1165.94,1154.51,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-04,EUR,1143.08,1154.51,1165.94,1154.51,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-05,EUR,1143.08,1154.51,1165.94,1154.51,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-06,EUR,1150.94,1162.44,1173.95,1162.44,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-07,EUR,1156.18,1167.74,1179.3,1167.74,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-08,EUR,1140.29,1151.69,1163.09,1151.69,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-09,EUR,1143.52,1154.96,1166.39,1154.96,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-10,EUR,1147.96,1159.44,1170.91,1159.44,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-11,EUR,1147.96,1159.44,1170.91,1159.44,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-12,EUR,1147.96,1159.44,1170.91,1159.44,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-13,EUR,1161.59,1173.2,1184.82,1173.2,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-14,EUR,1160.41,1172.01,1183.61,1172.01,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-15,EUR,1164.9,1176.54,1188.19,1176.54,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-16,EUR,1152.13,1163.65,1175.17,1163.65,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-17,EUR,1155.59,1167.15,1178.7,1167.15,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-18,EUR,1155.59,1167.15,1178.7,1167.15,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-19,EUR,1155.59,1167.15,1178.7,1167.15,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-20,EUR,1159.74,1171.34,1182.94,1171.34,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-21,EUR,1163.54,1175.17,1186.81,1175.17,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-22,EUR,1171.75,1183.46,1195.18,1183.46,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-23,EUR,1187.92,1199.8,1211.68,1199.8,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-24,EUR,1180.85,1192.66,1204.47,1192.66,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-25,EUR,1180.85,1192.66,1204.47,1192.66,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-26,EUR,1180.85,1192.66,1204.47,1192.66,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-27,EUR,1172.87,1184.59,1196.32,1184.59,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-28,EUR,1178.54,1190.32,1202.11,1190.32,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-29,EUR,1182.65,1194.48,1206.3,1194.48,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-30,EUR,1184.17,1196.01,1207.85,1196.01,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-03-31,EUR,1191.26,1203.17,1215.08,1203.17,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-01,EUR,1191.26,1203.17,1215.08,1203.17,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-02,EUR,1191.26,1203.17,1215.08,1203.17,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-03,EUR,1181.61,1193.43,1205.24,1193.43,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-04,EUR,1193.49,1205.42,1217.36,1205.42,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-05,EUR,1199.06,1211.05,1223.04,1211.05,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-06,EUR,1192.56,1204.49,1216.41,1204.49,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-07,EUR,1192.56,1204.49,1216.41,1204.49,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-08,EUR,1192.56,1204.49,1216.41,1204.49,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-09,EUR,1192.56,1204.49,1216.41,1204.49,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-10,EUR,1192.56,1204.49,1216.41,1204.49,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-11,EUR,1192.89,1204.82,1216.75,1204.82,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-12,EUR,1197.6,1209.57,1221.54,1209.57,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-13,EUR,1206.98,1219.05,1231.12,1219.05,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-14,EUR,1216.25,1228.41,1240.57,1228.41,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-15,EUR,1216.25,1228.41,1240.57,1228.41,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-16,EUR,1216.25,1228.41,1240.57,1228.41,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-17,EUR,1208.26,1220.35,1232.43,1220.35,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-18,EUR,1204.48,1216.52,1228.56,1216.52,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-19,EUR,1208.1,1220.18,1232.26,1220.18,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-20,EUR,1207.43,1219.5,1231.58,1219.5,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-21,EUR,1207.43,1219.5,1231.58,1219.5,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-22,EUR,1207.43,1219.5,1231.58,1219.5,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-23,EUR,1207.43,1219.5,1231.58,1219.5,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-24,EUR,1210.63,1222.74,1234.84,1222.74,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-25,EUR,1218.77,1230.96,1243.14,1230.96,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-26,EUR,1211.43,1223.54,1235.65,1223.54,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-27,EUR,1220.46,1232.66,1244.87,1232.66,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-28,EUR,1216.24,1228.41,1240.57,1228.41,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-29,EUR,1216.24,1228.41,1240.57,1228.41,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-04-30,EUR,1216.24,1228.41,1240.57,1228.41,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-01,EUR,1216.24,1228.41,1240.57,1228.41,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-02,EUR,1214.12,1226.26,1238.4,1226.26,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-03,EUR,1218.54,1230.72,1242.91,1230.72,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-04,EUR,1226.15,1238.41,1250.67,1238.41,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-05,EUR,1222.63,1234.85,1247.08,1234.85,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-06,EUR,1222.63,1234.85,1247.08,1234.85,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-07,EUR,1222.63,1234.85,1247.08,1234.85,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-08,EUR,1223.47,1235.7,1247.93,1235.7,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-09,EUR,1219.37,1231.56,1243.76,1231.56,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-10,EUR,1216.96,1229.12,1241.29,1229.12,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-11,EUR,1218.37,1230.55,1242.73,1230.55,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-12,EUR,1213.17,1225.3,1237.44,1225.3,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-13,EUR,1213.17,1225.3,1237.44,1225.3,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-14,EUR,1213.17,1225.3,1237.44,1225.3,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-15,EUR,1208.06,1220.13,1232.21,1220.13,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-16,EUR,1208.42,1220.5,1232.58,1220.5,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-17,EUR,1208.09,1220.17,1232.25,1220.17,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-18,EUR,1206.3,1218.36,1230.42,1218.36,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-19,EUR,1199.66,1211.66,1223.65,1211.66,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-20,EUR,1199.66,1211.66,1223.65,1211.66,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-21,EUR,1199.66,1211.66,1223.65,1211.66,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-22,EUR,1206.4,1218.46,1230.53,1218.46,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-23,EUR,1205.58,1217.63,1229.69,1217.63,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-24,EUR,1203.42,1215.45,1227.48,1215.45,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-25,EUR,1199.42,1211.41,1223.41,1211.41,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-26,EUR,1200.43,1212.43,1224.43,1212.43,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-27,EUR,1200.43,1212.43,1224.43,1212.43,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-28,EUR,1200.43,1212.43,1224.43,1212.43,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-29,EUR,1201.02,1213.03,1225.03,1213.03,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-30,EUR,1198.87,1210.85,1222.84,1210.85,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-05-31,EUR,1198.46,1210.45,1222.43,1210.45,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-01,EUR,1197.45,1209.42,1221.4,1209.42,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-02,EUR,1209.38,1221.48,1233.57,1221.48,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-03,EUR,1209.38,1221.48,1233.57,1221.48,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-04,EUR,1209.38,1221.48,1233.57,1221.48,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-05,EUR,1201.61,1213.62,1225.64,1213.62,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-06,EUR,1205.0,1217.05,1229.1,1217.05,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-07,EUR,1201.76,1213.78,1225.8,1213.78,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-08,EUR,1205.93,1217.99,1230.05,1217.99,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-09,EUR,1214.62,1226.76,1238.91,1226.76,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-10,EUR,1214.62,1226.76,1238.91,1226.76,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-11,EUR,1214.62,1226.76,1238.91,1226.76,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-12,EUR,1212.04,1224.16,1236.28,1224.16,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-13,EUR,1219.85,1232.05,1244.25,1232.05,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-14,EUR,1220.89,1233.1,1245.31,1233.1,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-15,EUR,1229.76,1242.06,1254.35,1242.06,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-16,EUR,1242.61,1255.04,1267.46,1255.04,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-17,EUR,1242.61,1255.04,1267.46,1255.04,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-18,EUR,1242.61,1255.04,1267.46,1255.04,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-19,EUR,1245.52,1257.97,1270.43,1257.97,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-20,EUR,1246.13,1258.59,1271.05,1258.59,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-21,EUR,1247.42,1259.89,1272.37,1259.89,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-22,EUR,1257.62,1270.2,1282.77,1270.2,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-23,EUR,1253.17,1265.7,1278.23,1265.7,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-24,EUR,1253.17,1265.7,1278.23,1265.7,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-25,EUR,1253.17,1265.7,1278.23,1265.7,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-26,EUR,1252.64,1265.16,1277.69,1265.16,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-27,EUR,1256.79,1269.36,1281.92,1269.36,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-28,EUR,1256.79,1269.36,1281.92,1269.36,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-29,EUR,1253.03,1265.56,1278.09,1265.56,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-06-30,EUR,1252.65,1265.17,1277.7,1265.17,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-01,EUR,1252.65,1265.17,1277.7,1265.17,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-02,EUR,1252.65,1265.17,1277.7,1265.17,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-03,EUR,1252.65,1265.17,1277.7,1265.17,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-04,EUR,1252.65,1265.17,1277.7,1265.17,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-05,EUR,1255.99,1268.55,1281.11,1268.55,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-06,EUR,1253.1,1265.63,1278.16,1265.63,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-07,EUR,1259.45,1272.04,1284.64,1272.04,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-08,EUR,1259.45,1272.04,1284.64,1272.04,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-09,EUR,1259.45,1272.04,1284.64,1272.04,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-10,EUR,1267.31,1279.98,1292.65,1279.98,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-11,EUR,1275.99,1288.75,1301.5,1288.75,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-12,EUR,1277.85,1290.63,1303.4,1290.63,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-13,EUR,1290.78,1303.69,1316.6,1303.69,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-14,EUR,1300.09,1313.09,1326.09,1313.09,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-15,EUR,1300.09,1313.09,1326.09,1313.09,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-16,EUR,1300.09,1313.09,1326.09,1313.09,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-17,EUR,1302.0,1315.02,1328.04,1315.02,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-18,EUR,1306.910652,1319.978439,1333.046225,1319.978439,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-19,EUR,1304.0,1317.04,1330.08,1317.04,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-20,EUR,1301.13,1314.14,1327.15,1314.14,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-21,EUR,1293.79,1306.72,1319.66,1306.72,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-22,EUR,1293.79,1306.72,1319.66,1306.72,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-23,EUR,1293.79,1306.72,1319.66,1306.72,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-24,EUR,1294.05,1306.99,1319.93,1306.99,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-25,EUR,1288.83,1301.72,1314.61,1301.72,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-26,EUR,1287.45,1300.32,1313.19,1300.32,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-27,EUR,1291.88,1304.8,1317.72,1304.8,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-28,EUR,1279.74,1292.54,1305.34,1292.54,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-29,EUR,1279.74,1292.54,1305.34,1292.54,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-30,EUR,1279.74,1292.54,1305.34,1292.54,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-07-31,EUR,1286.39,1299.26,1312.12,1299.26,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-01,EUR,1284.4,1297.25,1310.09,1297.25,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-02,EUR,1282.66,1295.48,1308.31,1295.48,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-03,EUR,1279.15,1291.94,1304.73,1291.94,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-04,EUR,1279.15,1291.94,1304.73,1291.94,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-05,EUR,1279.15,1291.94,1304.73,1291.94,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-06,EUR,1279.15,1291.94,1304.73,1291.94,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-07,EUR,1286.17,1299.03,1311.89,1299.03,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-08,EUR,1286.22,1299.09,1311.95,1299.09,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-09,EUR,1282.57,1295.39,1308.22,1295.39,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-10,EUR,1285.89,1298.75,1311.61,1298.75,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-11,EUR,1286.98,1299.85,1312.71,1299.85,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-12,EUR,1286.98,1299.85,1312.71,1299.85,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-13,EUR,1286.98,1299.85,1312.71,1299.85,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-14,EUR,1283.69,1296.52,1309.36,1296.52,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-15,EUR,1283.69,1296.52,1309.36,1296.52,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-16,EUR,1279.79,1292.59,1305.38,1292.59,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-17,EUR,1277.47,1290.24,1303.01,1290.24,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-18,EUR,1277.39,1290.16,1302.93,1290.16,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-19,EUR,1277.39,1290.16,1302.93,1290.16,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-20,EUR,1277.39,1290.16,1302.93,1290.16,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-21,EUR,1279.02,1291.81,1304.6,1291.81,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-22,EUR,1282.16,1294.98,1307.8,1294.98,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-23,EUR,1277.71,1290.49,1303.26,1290.49,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-24,EUR,1279.98,1292.77,1305.57,1292.77,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-25,EUR,1274.14,1286.88,1299.62,1286.88,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-26,EUR,1274.14,1286.88,1299.62,1286.88,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-27,EUR,1274.14,1286.88,1299.62,1286.88,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-28,EUR,1273.48,1286.21,1298.94,1286.21,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-29,EUR,1277.16,1289.93,1302.7,1289.93,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-30,EUR,1285.44,1298.29,1311.15,1298.29,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-08-31,EUR,1290.56,1303.47,1316.37,1303.47,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-01,EUR,1281.51,1294.32,1307.14,1294.32,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-02,EUR,1281.51,1294.32,1307.14,1294.32,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-03,EUR,1281.51,1294.32,1307.14,1294.32,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-04,EUR,1274.06,1286.8,1299.54,1286.8,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-05,EUR,1277.36,1290.13,1302.9,1290.13,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-06,EUR,1269.68,1282.37,1295.07,1282.37,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-07,EUR,1271.0,1283.71,1296.42,1283.71,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-08,EUR,1268.14,1280.82,1293.5,1280.82,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-09,EUR,1268.14,1280.82,1293.5,1280.82,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-10,EUR,1268.14,1280.82,1293.5,1280.82,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-11,EUR,1268.82,1281.51,1294.2,1281.51,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-12,EUR,1275.72,1288.47,1301.23,1288.47,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-13,EUR,1273.46,1286.2,1298.93,1286.2,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-14,EUR,1275.7,1288.45,1301.21,1288.45,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-15,EUR,1265.62,1278.27,1290.92,1278.27,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-16,EUR,1265.62,1278.27,1290.92,1278.27,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-17,EUR,1265.62,1278.27,1290.92,1278.27,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-18,EUR,1269.35,1282.04,1294.73,1282.04,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-19,EUR,1272.89,1285.62,1298.34,1285.62,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-20,EUR,1272.06,1284.78,1297.5,1284.78,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-21,EUR,1271.98,1284.7,1297.42,1284.7,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-22,EUR,1272.99,1285.71,1298.44,1285.71,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-23,EUR,1272.99,1285.71,1298.44,1285.71,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-24,EUR,1272.99,1285.71,1298.44,1285.71,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-25,EUR,1274.72,1287.46,1300.21,1287.46,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-26,EUR,1269.33,1282.02,1294.71,1282.02,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-27,EUR,1269.17,1281.86,1294.56,1281.86,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-28,EUR,1262.3,1274.93,1287.55,1274.93,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-29,EUR,1273.01,1285.74,1298.47,1285.74,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-09-30,EUR,1273.01,1285.74,1298.47,1285.74,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-10-01,EUR,1273.01,1285.74,1298.47,1285.74,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-10-02,EUR,1272.67,1285.39,1298.12,1285.39,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-10-03,EUR,1262.13,1274.75,1287.37,1274.75,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-10-04,EUR,1263.69,1276.32,1288.96,1276.32,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-10-05,EUR,1271.26,1283.98,1296.69,1283.98,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-10-06,EUR,1273.72,1286.46,1299.2,1286.46,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-10-07,EUR,1273.72,1286.46,1299.2,1286.46,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-10-08,EUR,1273.72,1286.46,1299.2,1286.46,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-10-09,EUR,1276.26,1289.02,1301.78,1289.02,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-10-10,EUR,1278.55,1291.34,1304.12,1291.34,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2023-10-11,EUR,1282.96,1295.79,1308.62,1295.79,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
