date,currency,buying_rate,average_rate,selling_rate,mid_rate,is_official_observation,source,rate_type
2022-01-04,EUR,1130.25,1141.55,1152.85,1141.55,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-05,EUR,1128.76,1140.05,1151.33,1140.05,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-06,EUR,1131.01,1142.32,1153.63,1142.32,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-07,EUR,1130.52,1141.83,1153.13,1141.83,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-08,EUR,1130.52,1141.83,1153.13,1141.83,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-09,EUR,1130.52,1141.83,1153.13,1141.83,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-10,EUR,1133.82,1145.16,1156.49,1145.16,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-11,EUR,1134.7,1146.04,1157.39,1146.04,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-12,EUR,1138.29,1149.67,1161.05,1149.67,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-13,EUR,1145.19,1156.64,1168.09,1156.64,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-14,EUR,1148.77,1160.26,1171.75,1160.26,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-15,EUR,1148.77,1160.26,1171.75,1160.26,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-16,EUR,1148.77,1160.26,1171.75,1160.26,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-17,EUR,1143.28,1154.71,1166.14,1154.71,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-18,EUR,1141.12,1152.53,1163.94,1152.53,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-19,EUR,1134.55,1145.89,1157.24,1145.89,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-20,EUR,1138.2,1149.58,1160.96,1149.58,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-21,EUR,1134.3,1145.64,1156.98,1145.64,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-22,EUR,1134.3,1145.64,1156.98,1145.64,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-23,EUR,1134.3,1145.64,1156.98,1145.64,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-24,EUR,1134.6,1145.95,1157.29,1145.95,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-25,EUR,1133.29,1144.62,1155.95,1144.62,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-26,EUR,1132.46,1143.78,1155.1,1143.78,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-27,EUR,1124.14,1135.38,1146.62,1135.38,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-28,EUR,1117.55,1128.72,1139.9,1128.72,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-29,EUR,1117.55,1128.72,1139.9,1128.72,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-30,EUR,1117.55,1128.72,1139.9,1128.72,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-01-31,EUR,1119.13,1130.32,1141.51,1130.32,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-01,EUR,1119.13,1130.32,1141.51,1130.32,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-02,EUR,1130.53,1141.84,1153.14,1141.84,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-03,EUR,1133.02,1144.35,1155.68,1144.35,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-04,EUR,1150.73,1162.23,1173.74,1162.23,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-05,EUR,1150.73,1162.23,1173.74,1162.23,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-06,EUR,1150.73,1162.23,1173.74,1162.23,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-07,EUR,1147.64,1159.11,1170.59,1159.11,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-08,EUR,1146.27,1157.73,1169.19,1157.73,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-09,EUR,1146.91,1158.38,1169.85,1158.38,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-10,EUR,1146.83,1158.3,1169.77,1158.3,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-11,EUR,1142.22,1153.64,1165.06,1153.64,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-12,EUR,1142.22,1153.64,1165.06,1153.64,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-13,EUR,1142.22,1153.64,1165.06,1153.64,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-14,EUR,1138.93,1150.32,1161.7,1150.32,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-15,EUR,1136.73,1148.1,1159.46,1148.1,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-16,EUR,1139.78,1151.18,1162.57,1151.18,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-17,EUR,1140.39,1151.79,1163.19,1151.79,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-18,EUR,1141.61,1153.03,1164.44,1153.03,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-19,EUR,1141.61,1153.03,1164.44,1153.03,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-20,EUR,1141.61,1153.03,1164.44,1153.03,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-21,EUR,1141.67,1153.09,1164.51,1153.09,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-22,EUR,1135.31,1146.66,1158.01,1146.66,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-23,EUR,1138.51,1149.9,1161.28,1149.9,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-24,EUR,1130.58,1141.89,1153.19,1141.89,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-25,EUR,1128.05,1139.33,1150.61,1139.33,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-26,EUR,1128.05,1139.33,1150.61,1139.33,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-27,EUR,1128.05,1139.33,1150.61,1139.33,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-02-28,EUR,1120.86,1132.07,1143.28,1132.07,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-01,EUR,1126.57,1137.84,1149.1,1137.84,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-02,EUR,1117.87,1129.04,1140.22,1129.04,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-03,EUR,1116.62,1127.79,1138.95,1127.79,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-04,EUR,1110.08,1121.18,1132.28,1121.18,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-05,EUR,1110.08,1121.18,1132.28,1121.18,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-06,EUR,1110.08,1121.18,1132.28,1121.18,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-07,EUR,1093.75,1104.69,1115.62,1104.69,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-08,EUR,1092.79,1103.72,1114.64,1103.72,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-09,EUR,1098.8,1109.79,1120.78,1109.79,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-10,EUR,1118.23,1129.41,1140.59,1129.41,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-11,EUR,1107.46,1118.53,1129.6,1118.53,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-12,EUR,1107.46,1118.53,1129.6,1118.53,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-13,EUR,1107.46,1118.53,1129.6,1118.53,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-14,EUR,1098.76,1109.74,1120.73,1109.74,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-15,EUR,1105.77,1116.82,1127.88,1116.82,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-16,EUR,1104.75,1115.79,1126.84,1115.79,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-17,EUR,1111.08,1122.19,1133.3,1122.19,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-18,EUR,1116.03,1127.19,1138.35,1127.19,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-19,EUR,1116.03,1127.19,1138.35,1127.19,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-20,EUR,1116.03,1127.19,1138.35,1127.19,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-21,EUR,1112.47,1123.59,1134.71,1123.59,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-22,EUR,1107.36,1118.43,1129.51,1118.43,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-23,EUR,1111.48,1122.6,1133.71,1122.6,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-24,EUR,1107.21,1118.28,1129.35,1118.28,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-25,EUR,1112.46,1123.59,1134.71,1123.59,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-26,EUR,1112.46,1123.59,1134.71,1123.59,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-27,EUR,1112.46,1123.59,1134.71,1123.59,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-28,EUR,1104.05,1115.09,1126.13,1115.09,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-29,EUR,1108.45,1119.54,1130.62,1119.54,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-30,EUR,1120.49,1131.69,1142.89,1131.69,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-03-31,EUR,1125.8,1137.06,1148.31,1137.06,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-01,EUR,1115.79,1126.95,1138.11,1126.95,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-02,EUR,1115.79,1126.95,1138.11,1126.95,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-03,EUR,1115.79,1126.95,1138.11,1126.95,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-04,EUR,1114.2,1125.34,1136.48,1125.34,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-05,EUR,1106.1,1117.16,1128.22,1117.16,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-06,EUR,1099.53,1110.53,1121.52,1110.53,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-07,EUR,1099.53,1110.53,1121.52,1110.53,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-08,EUR,1095.51,1106.46,1117.42,1106.46,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-09,EUR,1095.51,1106.46,1117.42,1106.46,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-10,EUR,1095.51,1106.46,1117.42,1106.46,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-11,EUR,1098.08,1109.06,1120.04,1109.06,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-12,EUR,1097.79,1108.77,1119.75,1108.77,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-13,EUR,1093.1,1104.03,1114.96,1104.03,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-14,EUR,1102.08,1113.1,1124.12,1113.1,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-15,EUR,1102.08,1113.1,1124.12,1113.1,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-16,EUR,1102.08,1113.1,1124.12,1113.1,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-17,EUR,1102.08,1113.1,1124.12,1113.1,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-18,EUR,1102.08,1113.1,1124.12,1113.1,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-19,EUR,1087.45,1098.32,1109.19,1098.32,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-20,EUR,1092.26,1103.18,1114.1,1103.18,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-21,EUR,1093.69,1104.63,1115.57,1104.63,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-22,EUR,1095.48,1106.44,1117.39,1106.44,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-23,EUR,1095.48,1106.44,1117.39,1106.44,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-24,EUR,1095.48,1106.44,1117.39,1106.44,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-25,EUR,1088.16,1099.04,1109.92,1099.04,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-26,EUR,1083.25,1094.08,1104.91,1094.08,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-27,EUR,1075.86,1086.62,1097.37,1086.62,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-28,EUR,1062.68,1073.3,1083.93,1073.3,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-29,EUR,1062.75,1073.38,1084.0,1073.38,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-04-30,EUR,1062.75,1073.38,1084.0,1073.38,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-01,EUR,1062.75,1073.38,1084.0,1073.38,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-02,EUR,1062.75,1073.38,1084.0,1073.38,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-03,EUR,1062.75,1073.38,1084.0,1073.38,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-04,EUR,1062.28,1072.91,1083.53,1072.91,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-05,EUR,1071.76,1082.47,1093.19,1082.47,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-06,EUR,1064.05,1074.68,1085.32,1074.68,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-07,EUR,1064.05,1074.68,1085.32,1074.68,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-08,EUR,1064.05,1074.68,1085.32,1074.68,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-09,EUR,1061.74,1072.36,1082.97,1072.36,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-10,EUR,1069.0,1079.69,1090.38,1079.69,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-11,EUR,1065.81,1076.46,1087.12,1076.46,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-12,EUR,1063.02,1073.65,1084.28,1073.65,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-13,EUR,1050.41,1060.91,1071.42,1060.91,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-14,EUR,1050.41,1060.91,1071.42,1060.91,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-15,EUR,1050.41,1060.91,1071.42,1060.91,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-16,EUR,1051.47,1061.99,1072.5,1061.99,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-17,EUR,1055.57,1066.13,1076.68,1066.13,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-18,EUR,1065.49,1076.14,1086.79,1076.14,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-19,EUR,1061.64,1072.26,1082.87,1072.26,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-20,EUR,1070.04,1080.74,1091.44,1080.74,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-21,EUR,1070.04,1080.74,1091.44,1080.74,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-22,EUR,1070.04,1080.74,1091.44,1080.74,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-23,EUR,1071.36,1082.07,1092.78,1082.07,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-24,EUR,1078.98,1089.76,1100.55,1089.76,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-25,EUR,1083.35,1094.18,1105.02,1094.18,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-26,EUR,1081.7,1092.52,1103.34,1092.52,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-27,EUR,1087.93,1098.81,1109.69,1098.81,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-28,EUR,1087.93,1098.81,1109.69,1098.81,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-29,EUR,1087.93,1098.81,1109.69,1098.81,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-30,EUR,1088.61,1099.49,1110.38,1099.49,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-05-31,EUR,1087.55,1098.42,1109.29,1098.42,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-01,EUR,1081.34,1092.15,1102.97,1092.15,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-02,EUR,1078.53,1089.32,1100.1,1089.32,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-03,EUR,1088.6,1099.49,1110.37,1099.49,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-04,EUR,1088.6,1099.49,1110.37,1099.49,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-05,EUR,1088.6,1099.49,1110.37,1099.49,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-06,EUR,1086.88,1097.75,1108.62,1097.75,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-07,EUR,1081.78,1092.59,1103.41,1092.59,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-08,EUR,1081.53,1092.34,1103.16,1092.34,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-09,EUR,1086.63,1097.5,1108.36,1097.5,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-10,EUR,1077.03,1087.8,1098.57,1087.8,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-11,EUR,1077.03,1087.8,1098.57,1087.8,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-12,EUR,1077.03,1087.8,1098.57,1087.8,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-13,EUR,1062.68,1073.3,1083.93,1073.3,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-14,EUR,1056.69,1067.26,1077.82,1067.26,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-15,EUR,1056.13,1066.69,1077.25,1066.69,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-16,EUR,1057.49,1068.06,1078.63,1068.06,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-17,EUR,1066.33,1076.99,1087.65,1076.99,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-18,EUR,1066.33,1076.99,1087.65,1076.99,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-19,EUR,1066.33,1076.99,1087.65,1076.99,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-20,EUR,1066.47,1077.14,1087.8,1077.14,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-21,EUR,1066.13,1076.79,1087.45,1076.79,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-22,EUR,1063.38,1074.01,1084.65,1074.01,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-23,EUR,1071.49,1082.2,1092.92,1082.2,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-24,EUR,1068.42,1079.1,1089.78,1079.1,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-25,EUR,1068.42,1079.1,1089.78,1079.1,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-26,EUR,1068.42,1079.1,1089.78,1079.1,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-27,EUR,1071.0,1081.71,1092.42,1081.71,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-28,EUR,1072.51,1083.24,1093.96,1083.24,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-29,EUR,1065.78,1076.44,1087.09,1076.44,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-06-30,EUR,1060.44,1071.05,1081.65,1071.05,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-01,EUR,1060.44,1071.05,1081.65,1071.05,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-02,EUR,1060.44,1071.05,1081.65,1071.05,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-03,EUR,1060.44,1071.05,1081.65,1071.05,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-04,EUR,1060.44,1071.05,1081.65,1071.05,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-05,EUR,1058.39,1068.97,1079.56,1068.97,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-06,EUR,1040.05,1050.45,1060.85,1050.45,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-07,EUR,1035.56,1045.91,1056.27,1045.91,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-08,EUR,1030.1,1040.4,1050.7,1040.4,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-09,EUR,1030.1,1040.4,1050.7,1040.4,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-10,EUR,1030.1,1040.4,1050.7,1040.4,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-11,EUR,1030.1,1040.4,1050.7,1040.4,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-12,EUR,1016.37,1026.53,1036.7,1026.53,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-13,EUR,1018.98,1029.17,1039.36,1029.17,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-14,EUR,1018.06,1028.24,1038.42,1028.24,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-15,EUR,1018.23,1028.42,1038.6,1028.42,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-16,EUR,1018.23,1028.42,1038.6,1028.42,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-17,EUR,1018.23,1028.42,1038.6,1028.42,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-18,EUR,1025.58,1035.84,1046.09,1035.84,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-19,EUR,1029.94,1040.24,1050.54,1040.24,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-20,EUR,1041.61,1052.02,1062.44,1052.02,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-21,EUR,1035.0,1045.35,1055.7,1045.35,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-22,EUR,1036.37,1046.73,1057.09,1046.73,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-23,EUR,1036.37,1046.73,1057.09,1046.73,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-24,EUR,1036.37,1046.73,1057.09,1046.73,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-25,EUR,1038.19,1048.57,1058.95,1048.57,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-26,EUR,1041.0,1051.41,1061.82,1051.41,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-27,EUR,1033.07,1043.4,1053.73,1043.4,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-28,EUR,1039.78,1050.18,1060.58,1050.18,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-29,EUR,1040.13,1050.53,1060.93,1050.53,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-30,EUR,1040.13,1050.53,1060.93,1050.53,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-07-31,EUR,1040.13,1050.53,1060.93,1050.53,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-01,EUR,1042.37,1052.79,1063.21,1052.79,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-02,EUR,1046.81,1057.28,1067.75,1057.28,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-03,EUR,1038.54,1048.93,1059.31,1048.93,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-04,EUR,1036.42,1046.78,1057.15,1046.78,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-05,EUR,1036.42,1046.78,1057.15,1046.78,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-06,EUR,1036.42,1046.78,1057.15,1046.78,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-07,EUR,1036.42,1046.78,1057.15,1046.78,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-08,EUR,1038.8,1049.19,1059.58,1049.19,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-09,EUR,1040.01,1050.41,1060.81,1050.41,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-10,EUR,1042.28,1052.7,1063.12,1052.7,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-11,EUR,1049.1,1059.59,1070.08,1059.59,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-12,EUR,1053.85,1064.39,1074.92,1064.39,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-13,EUR,1053.85,1064.39,1074.92,1064.39,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-14,EUR,1053.85,1064.39,1074.92,1064.39,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-15,EUR,1053.85,1064.39,1074.92,1064.39,0,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-16,EUR,1037.74,1048.12,1058.49,1048.12,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-17,EUR,1040.15,1050.55,1060.95,1050.55,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-18,EUR,1039.09,1049.48,1059.87,1049.48,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
2022-08-19,EUR,1030.16,1040.46,1050.76,1040.46,1,National Bank of Rwanda Excel export,BNR buying/average/selling rates
